"","source","target","weight","type"
"2785","Future","August Alsina","1","undirected"
"2786","Dumbfoundead","Adam Vida","1","undirected"
"2787","DJ Quik","Micah","1","undirected"
"2788","Meghan Tonjes","Hoodie Allen","1","undirected"
"2789","Cousin Fik","E-40","2","undirected"
"2790","DJ Drama","Ty Dolla $ign","1","undirected"
"2791","Snoop Dogg","Too $hort","2","undirected"
"2792","Daveed Diggs","Leslie Odom Jr.","10","undirected"
"2793","will.i.am","Ice Cub","1","undirected"
"2794","Lloyd","Curren$y","1","undirected"
"2795","DJ Quik","JP Cali","1","undirected"
"2796","Kendrick Lamar","KXNG Crooked","1","undirected"
"2797","Boogie","The Game","1","undirected"
"2798","Smoke Dza","Wale","1","undirected"
"2799","Mac Miller","Kendrick Lamar","2","undirected"
"2800","BJ The Chicago Kid","Jadakiss","1","undirected"
"2801","Meek Mill","Lil Snupe","1","undirected"
"2802","Redneck Souljers","Moonshine Bandits","1","undirected"
"2803","I.B.E","Atmosphere","1","undirected"
"2804","Reezy","Easy Redd","1","undirected"
"2805","Lil Uzi Vert","1st FKI","1","undirected"
"2806","KSI","Nick Brewer","1","undirected"
"2807","Pusha T","Pharrell Williams","1","undirected"
"2808","Ubiquitous","Tech N9ne Collabos","1","undirected"
"2809","Jon Rua","Lin-Manuel Miranda","1","undirected"
"2810","Travis Scott","ScHoolboy Q","1","undirected"
"2811","Iamsu!","Idaho Jdoe","1","undirected"
"2812","LA Gun Smoke","EMC Senatra","2","undirected"
"2813","A$AP Nast","A$AP Mob","2","undirected"
"2814","Lil' Kim","Berner","1","undirected"
"2815","Murs","Tech N9ne","1","undirected"
"2816","Pusha T","Tish Hyman","1","undirected"
"2817","Queen Latifah","Sia","1","undirected"
"2818","Chose","Skizzy Mars","1","undirected"
"2819","Lin-Manuel Miranda","Nas","1","undirected"
"2820","YG","DJ Mustard","3","undirected"
"2821","Lzzy Hale","Machine Gun Kelly","1","undirected"
"2822","8Ball","Bun B","1","undirected"
"2823","Sione Toki","HG Free","1","undirected"
"2824","Lil Durk","Yo Gotti","1","undirected"
"2825","Boogie Man","Big Scoob","3","undirected"
"2826","M.I.A.","Joe Fox","1","undirected"
"2827","Young Thug","Wyclef Jean","1","undirected"
"2828","Chevy Woods","Ty Dolla $ign","1","undirected"
"2829","Arcangel","J Alvarez","1","undirected"
"2830","T.I.","Meek Mill","1","undirected"
"2831","A$AP Rocky","Tyler, The Creator","1","undirected"
"2832","Datin","Stefan Otto","1","undirected"
"2833","Cosculluela","Ñejo","1","undirected"
"2834","Mr. Porter","Royce Da 5'9""","1","undirected"
"2835","Domo Genesis","JMSN","1","undirected"
"2836","Kevin Gates","Future","1","undirected"
"2837","Ludwig Goransson","Donald Glover","1","undirected"
"2838","John Givez","Carlene Crawford","1","undirected"
"2839","Philthy Rich","Blac Youngsta","1","undirected"
"2840","Gucci Mane","Travis Scott","1","undirected"
"2841","The Game","Ice Cube","1","undirected"
"2842","De La Ghetto","DJ Luian","1","undirected"
"2843","Travis Scott","Juicy J","1","undirected"
"2844","Jimmy Fallon","The Roots","1","undirected"
"2845","Kunta","Mozzy","3","undirected"
"2846","Kanye West","Diddy","1","undirected"
"2847","TC","Ty Dolla $ign","1","undirected"
"2848","Square Bizzy","Big Marcus","1","undirected"
"2849","Jasmine Cephas-Jones","Renee Elise Goldsberry","1","undirected"
"2850","Rick Ross","Trae Tha Truth","1","undirected"
"2851","Daddy Yankee","Cosculluela","1","undirected"
"2852","Macklemore & Ryan Lewis","Grandmaster Caz","1","undirected"
"2853","Jhene Aiko","Ludwig Goransson","2","undirected"
"2854","T.I.","Trae Tha Truth","2","undirected"
"2855","Bubba Sparxxx","Moonshine Bandits","1","undirected"
"2856","Marcellus Scott","Square Bizzy","1","undirected"
"2857","Berner","Mistah F.A.B.","1","undirected"
"2858","Kendrick Lamar","Ronald Isley","1","undirected"
"2859","Mobb Deep","Q-Tip","1","undirected"
"2860","Celph Titled","Pumpkinhead","1","undirected"
"2861","Danny Brown","Ab-Soul","1","undirected"
"2862","Snoop Dogg","Mistah F.A.B.","1","undirected"
"2863","Yak Gotti","Duke","1","undirected"
"2864","Pusha T","Ab Liva","1","undirected"
"2865","Helen Tess","Bernz","1","undirected"
"2866","Lil Jon","Rae Sremmurd","2","undirected"
"2867","Bilal","Common","4","undirected"
"2868","Pimp C","MJG","1","undirected"
"2869","Krizz Kaliko","CES Cru","1","undirected"
"2870","7deucedeuce","Isaac Lund","2","undirected"
"2871","KSI","Scrufizzer","1","undirected"
"2872","Stevie Wonder","Common","1","undirected"
"2873","Sleepy D","Kunta","2","undirected"
"2874","T.I.","Killer Mike","1","undirected"
"2875","Sheek Louch","Jadakiss","1","undirected"
"2876","Josie Dunne","Big Smo","1","undirected"
"2877","Anderson .Paak","Domo Genesis","1","undirected"
"2878","Stevie Stone","Godemis","1","undirected"
"2879","Dr. Dre","The Game","2","undirected"
"2880","DJ Quik","Sevyn Streeter","1","undirected"
"2881","Bandgang","Mozzy","1","undirected"
"2882","Chrisette Michele","Chinx","1","undirected"
"2883","Banks & Steelz","Ghostface Killah","1","undirected"
"2884","Peewee Longway","LoLife Blacc","1","undirected"
"2885","Bernz","Tech N9ne","2","undirected"
"2886","Dave East","Nas","1","undirected"
"2887","Ruslan","Beleaf","12","undirected"
"2888","Malik B.","Vinnie Paz","1","undirected"
"2889","Ruslan","Murs","1","undirected"
"2890","Kendrick Lamar","Isaiah Rashad","1","undirected"
"2891","K.E.L.L.S.","Young T","1","undirected"
"2892","Juicy J","Future","1","undirected"
"2893","Marley Blu","Burnt Out","1","undirected"
"2894","Young Thug","YG","1","undirected"
"2895","A$AP Ferg","Missy Elliott","1","undirected"
"2896","Sevyn Streeter","Diddy","1","undirected"
"2897","Da$H","Domo Genesis","1","undirected"
"2898","Goody Grace","Futuristic","1","undirected"
"2899","Icewear Vezzo","Lil Blood","1","undirected"
"2900","Eric Nally","Macklemore & Ryan Lewis","1","undirected"
"2901","DJ Drama","Post Malone","1","undirected"
"2902","Jamie Foxx","Ty Dolla $ign","1","undirected"
"2903","Arcangel","Vakero","1","undirected"
"2904","Royce Da 5'9""","Melanie Rutherford","1","undirected"
"2905","Renee Elise Goldsberry","Lin-Manuel Miranda","3","undirected"
"2906","Stef Silva","Eshon Burgundy","1","undirected"
"2907","Selah the Corner","Bizzle","1","undirected"
"2908","Damon Albarn","De La Soul","1","undirected"
"2909","Chris Brown","Rick Ross","2","undirected"
"2910","BJ The Chicago Kid","Wiz Khalifa","1","undirected"
"2911","Travis Scott","The Weeknd","1","undirected"
"2912","Doom","Atmosphere","1","undirected"
"2913","Movado","French Montana","1","undirected"
"2914","Kuzzn Bank","G Mo Skee","1","undirected"
"2915","Lex the Hex Master","Billy Danze","1","undirected"
"2916","Jeremih","The Game","1","undirected"
"2917","Aloe Blacc","Nas","1","undirected"
"2918","Leslie Odom Jr.","Phillipa Soo","4","undirected"
"2919","Snow Tha Product","Ohana Bam","1","undirected"
"2920","B-Real","Wiz Khalifa","2","undirected"
"2921","A$AP Rocky","Vince Staples","1","undirected"
"2922","Noni Blanco","Kunta","1","undirected"
"2923","Big Scoob","Wrekonize","1","undirected"
"2924","G-Eazy","Grace","1","undirected"
"2925","Rae Sremmurd","Ty Dolla $ign","1","undirected"
"2926","TaeDaKiid","Kunta","1","undirected"
"2927","Derek Minor","Janice Gaines","1","undirected"
"2928","Lin-Manuel Miranda","Sasha Hutchings","1","undirected"
"2929","Corner Boy P","Curren$y","1","undirected"
"2930","Genesis The Grey Kid","Datin","1","undirected"
"2931","Demun Jones","Moonshine Bandits","1","undirected"
"2932","Young Thug","Meek Mill","1","undirected"
"2933","Krizz Kaliko","Wrekonize","1","undirected"
"2934","Tone ..C","Mozzy","1","undirected"
"2935","Rittz","JL B.Hood","1","undirected"
"2936","Jeezy","Rich Homie Quan","1","undirected"
"2937","Yo Gotti","Lil Wayne","1","undirected"
"2938","The-Dream","Kanye West","1","undirected"
"2939","Future","The Game","2","undirected"
"2940","A$Ap Ant","A$AP Twelvyy","1","undirected"
"2941","Chinaka Hodge","Rafael Casal","1","undirected"
"2942","Wisin","Arcangel","1","undirected"
"2943","Snoop Dogg","Jeremih","1","undirected"
"2944","Dre Murray","Datin","1","undirected"
"2945","Lil Goofy","Mozzy","1","undirected"
"2946","Pusha T","Future","1","undirected"
"2947","DJ Khaled","Wale","1","undirected"
"2948","Berner","K CAMP","1","undirected"
"2949","JL B.Hood","CES Cru","1","undirected"
"2950","Tech N9ne Collabos","Tech N9ne","2","undirected"
"2951","K. Michelle","Yo Gotti","1","undirected"
"2952","TeeCee4800","Ty Dolla $ign","1","undirected"
"2953","Skizzy Mars","Rome Fortune","1","undirected"
"2954","Beleaf","Dream Junkies","12","undirected"
"2955","Big K.R.I.T.","Smoke Dza","1","undirected"
"2956","Cuttyboy G Dinero","2Meka","1","undirected"
"2957","J-Real","Montana of 300","2","undirected"
"2958","Just Brittany","Z-Ro","1","undirected"
"2959","King Lil G","Tory Lanez","1","undirected"
"2960","Tony Gaskins","Bizzle","1","undirected"
"2961","Slim Thug","ESG","1","undirected"
"2962","Desiigner","Mekado","1","undirected"
"2963","DJ Drama","Yakki","1","undirected"
"2964","Hopsin","Futuristic","1","undirected"
"2965","Sa-Ra","Ty Dolla $ign","1","undirected"
"2966","Sevin","Datin","4","undirected"
"2967","A$AP Mob","Buddy","1","undirected"
"2968","Jay 305","Ty Dolla $ign","2","undirected"
"2969","Nas","Jadakiss","1","undirected"
"2970","Montana of 300","Tabrielle","1","undirected"
"2971","Zion & Lennox","Arcangel","1","undirected"
"2972","Drake","Kyla","1","undirected"
"2973","B.o.B","Trae Tha Truth","1","undirected"
"2974","DJ Mustard","Nicki Minaj","1","undirected"
"2975","Original Broadway Cast of Hamilton","Sydney James Harcourt","1","undirected"
"2976","King Lil G","Nipsey Hussle","1","undirected"
"2977","H.U.R.T.","Bizzle","1","undirected"
"2978","OT Genesis","DJ Mustard","1","undirected"
"2979","KB","Bizzle","1","undirected"
"2980","C-Murder","Boosie Badazz","17","undirected"
"2981","Meek Mill","Tory Lanez","2","undirected"
"2982","Lookas","Sage The Gemini","2","undirected"
"2983","Kid Ink","YG","1","undirected"
"2984","Mac Miller","Miguel","1","undirected"
"2985","theMIND","Smoke Dza","1","undirected"
"2986","Nicky Jam","French Montana","1","undirected"
"2987","The Game","Ice Cub","1","undirected"
"2988","Kendrick Lamar","Earl Sweatshirt","1","undirected"
"2989","Domo Genesis","Cam O'Bi","1","undirected"
"2990","Ephraim Sykes","Sasha Hutchings","1","undirected"
"2991","RJ","Ty Dolla $ign","2","undirected"
"2992","DJ Quik","Problem","6","undirected"
"2993","Gucci Mane","E-40","1","undirected"
"2994","Big Sean","DJ Khaled","2","undirected"
"2995","Skizzy Mars","Olivver the Kid","1","undirected"
"2996","Swizz Beatz","Meek Mill","1","undirected"
"2997","Haleek Maul","Saul Williams","1","undirected"
"2998","Juicy J","Bun B","1","undirected"
"2999","Malik B.","Jakk Frost","1","undirected"
"3000","Mama Ferg","Chuck D","1","undirected"
"3001","Fabolous","Jadakiss","1","undirected"
"3002","Jeezy","Monica","1","undirected"
"3003","Quentin Miller","Trae Tha Truth","1","undirected"
"3004","Bernz","CES Cru","1","undirected"
"3005","M80","Fetty Wap","1","undirected"
"3006","Raekwon","Nas","1","undirected"
"3007","Stevie Stone","CES Cru","2","undirected"
"3008","DJ Mustard","John Legend","1","undirected"
"3009","Young Thug","DJ Mustard","1","undirected"
"3010","The-Dream","Rick Ross","1","undirected"
"3011","Pete Rock","Styles P","1","undirected"
"3012","Ruslan","Abiv","1","undirected"
"3013","Phillipa Soo","Anthony Ramos","4","undirected"
"3014","DJ Drama","Chris Brown","1","undirected"
"3015","Lui-G 21+","Ñejo","1","undirected"
"3016","Raekwon","Carl Thomas","1","undirected"
"3017","YG","Kamaiyah","1","undirected"
"3018","Wankaego","Foxx","1","undirected"
"3019","DJ Drama","Freddie Gibbs","1","undirected"
"3020","Common","John Legend","1","undirected"
"3021","Young Drummer Boy","LA Gun Smoke","2","undirected"
"3022","Sevin","Illuminate","1","undirected"
"3023","Trey Songz","The Game","1","undirected"
"3024","Lecrae","Sho Baraka","1","undirected"
"3025","Cosculluela","Tempo","1","undirected"
"3026","Sevin","Lavoisier","1","undirected"
"3027","Duce","Burnt Out","1","undirected"
"3028","Young Buck","Jadakiss","1","undirected"
"3029","Kendrick Lamar","George Clinton","1","undirected"
"3030","E-40","Tamoya Bell","1","undirected"
"3031","Julia Nunes","Watsky","1","undirected"
"3032","Gyyps","Felly","1","undirected"
"3033","J Balvin","DJ Luian","1","undirected"
"3034","A$AP Mob","Skepta","1","undirected"
"3035","Dom Kennedy","theMIND","1","undirected"
"3036","Mistah F.A.B.","KXNG Crooked","1","undirected"
"3037","Philthy Rich","Vell","1","undirected"
"3038","The Lonely Island","Adam Levine","1","undirected"
"3039","Wiz Khalifa","Wale","1","undirected"
"3040","Charlie Farley","Lenny Cooper","1","undirected"
"3041","Rast Rfc","Meyhem Lauren","1","undirected"
"3042","Juicy J","Project Pat","2","undirected"
"3043","Kid Ink","Akon","1","undirected"
"3044","T-Pain","Dreezy","1","undirected"
"3045","Lil Trill","Webbie","1","undirected"
"3046","Nengo Flow","Farruko","2","undirected"
"3047","Mr. Fish","The Lonely Island","1","undirected"
"3048","RJ","Nipsey Hussle","1","undirected"
"3049","Philthy Rich","Lil Blood","2","undirected"
"3050","Busta Rhymes","Jadakiss","1","undirected"
"3051","Emily Kokal","Saul Williams","1","undirected"
"3052","MJG","Bun B","1","undirected"
"3053","Original Broadway Cast of Hamilton","Lin-Manuel Miranda","20","undirected"
"3054","Psycho Les","CZARFACE","1","undirected"
"3055","E MOZZY","Peezy","1","undirected"
"3056","Casey Veggies","E-40","1","undirected"
"3057","Watsky","Shockwave","1","undirected"
"3058","The Lonely Island","Linkin Park","1","undirected"
"3059","Z-Ro","Bun B","1","undirected"
"3060","Mitch E-Slick","Ty Dolla $ign","2","undirected"
"3061","Trailer Choir","Colt Ford","1","undirected"
"3062","ScHoolboy Q","TF","1","undirected"
"3063","Bilal","Kendrick Lamar","2","undirected"
"3064","Ludacris","Diddy","1","undirected"
"3065","Carlene Crawford","Dream Junkies","1","undirected"
"3066","Wax","Daveed Diggs","1","undirected"
"3067","Pusha T","Jill Scott","1","undirected"
"3068","Jay Rock","Mozzy","1","undirected"
"3069","LightShow","Mariam","1","undirected"
"3070","T.I.","Ink","1","undirected"
"3071","Sydney James Harcourt","Lin-Manuel Miranda","1","undirected"
"3072","Farruko","Alexio","1","undirected"
"3073","Drake","Lil Wayne","1","undirected"
"3074","The Jacka","Mistah F.A.B.","1","undirected"
"3075","Scheme","Joe Moses","1","undirected"
"3076","Racked Up Ready","Mista Cain","1","undirected"
"3077","Madison Love","Sammy Adams","1","undirected"
"3078","ScHoolboy Q","SZA","1","undirected"
"3079","DJ Drama","Jeezy","1","undirected"
"3080","Cozz","Ari Lennox","1","undirected"
"3081","Travis Scott","Madeintyo","1","undirected"
"3082","Pimp C","ESG","1","undirected"
"3083","Dem Atlas","Atmosphere","1","undirected"
"3084","Cosculluela","Arcangel","2","undirected"
"3085","Stack Bundles","Cau2g$","1","undirected"
"3086","Lui-G 21+","Cosculluela","1","undirected"
"3087","PnB Rock","Snow Tha Product","1","undirected"
"3088","Chris Brown","August Alsina","1","undirected"
"3089","DJ Quik","Candace Boyd","1","undirected"
"3090","O.C.","A.G.","1","undirected"
"3091","G Mo Skee","KJ","1","undirected"
"3092","Charlie Puth","Wiz Khalifa","1","undirected"
"3093","Freeze","Berner","1","undirected"
"3094","Meek Mill","Rara","1","undirected"
"3095","deja","MO3","1","undirected"
"3096","G-Eazy","Big Sean","1","undirected"
"3097","Maria Grazia","Apathy","1","undirected"
"3098","Big Sean","2 Chainz","1","undirected"
"3099","Pimp C","Ty Dolla $ign","1","undirected"
"3100","Meek Mill","The Game","1","undirected"
"3101","J. Stalin","The Jacka","1","undirected"
"3102","E MOZZY","Mozzy","4","undirected"
"3103","Mistah F.A.B.","Keak Da Sneak","1","undirected"
"3104","Justin Adams","Upchurch","1","undirected"
"3105","TC","D-Loc","1","undirected"
"3106","King Lil G","Malik","1","undirected"
"3107","BJ The Chicago Kid","Buddy","1","undirected"
"3108","Phillipa Soo","Original Broadway Cast of Hamilton","6","undirected"
"3109","Crucifix","Moonshine Bandits","1","undirected"
"3110","Big Scoob","Bumpy Knuckles","1","undirected"
"3111","Cosculluela","Kendo","1","undirected"
"3112","G-Eazy","Marc E. Bassy","1","undirected"
"3113","Fiend","Curren$y","1","undirected"
"3114","Sevyn Streeter","Micah","2","undirected"
"3115","Kid Ink","E-40","1","undirected"
"3116","Jamesthemormon","Sione Toki","1","undirected"
"3117","Syd","Elena","1","undirected"
"3118","Kendrick Lamar","DJ Khaled","1","undirected"
"3119","Bas","The Hics","2","undirected"
"3120","Eric Bellinger","Q-Tip","2","undirected"
"3121","Pusho","Nengo Flow","1","undirected"
"3122","Erk Tha Jerk","Devin The Dude","1","undirected"
"3123","Jay 305","E-40","1","undirected"
"3124","Nipsey Hussle","Meek Mill","1","undirected"
"3125","Ludacris","Pusha T","1","undirected"
"3126","2 Chainz","Yo Gotti","1","undirected"
"3127","Maria Grazia","Sick Jacken","1","undirected"
"3128","Mistah F.A.B.","E-40","2","undirected"
"3129","Kelela","Danny Brown","1","undirected"
"3130","ScHoolboy Q","Vince Staples","1","undirected"
"3131","GS","Dee-1","1","undirected"
"3132","Sevyn Streeter","Dave East","1","undirected"
"3133","Stige","Bernz","2","undirected"
"3134","Snoop Dogg","B-Real","1","undirected"
"3135","I4NI","Racket County","1","undirected"
"3136","KSI","Youngs Teflon","1","undirected"
"3137","ScHoolboy Q","Candice Pillay","1","undirected"
"3138","Raekwon","Mistah F.A.B.","1","undirected"
"3139","Mistah F.A.B.","Dyson","2","undirected"
"3140","Future","Jadakiss","1","undirected"
"3141","Kanye West","The Game","2","undirected"
"3142","Montana of 300","No Fatigue","2","undirected"
"3143","Inf Gang","G Mo Skee","1","undirected"
"3144","Rick Ross","DJ Premier","1","undirected"
"3145","ScHoolboy Q","The Game","2","undirected"
"3146","Gucci Mane","Drake","1","undirected"
"3147","King Los","Future","1","undirected"
"3148","Wiz Khalifa","Nicki Minaj","1","undirected"
"3149","Hus KingPin","Vinnie Paz","1","undirected"
"3150","Philthy Rich","Bandgang","1","undirected"
"3151","Usher","De La Soul","1","undirected"
"3152","Big Scoob","E-40","1","undirected"
"3153","B-Legit","B-Real","1","undirected"
"3154","Mike D","Z-Ro","1","undirected"
"3155","Snoop Dogg","Dr. Dre","1","undirected"
"3156","Da' T.R.U.T.H.","Dr. Ravi Zacharias","5","undirected"
